x,y
0.15161825518022595,0.5594836961190454
0.28035614422789545,0.6063404557546619
0.3145581585604623,0.5123711936760711
0.18582026951279282,0.46551443404045445
0.06948942052774962,0.551026057951543
0.09484651623219158,0.605404525173742
0.18547729493585657,0.5631426989996721
0.16012019923141463,0.5087642317774731
-0.008986666277432692,0.635792397132238
0.03343974059376015,0.6782188040034309
0.1041504187124149,0.6075081258847761
0.06172401184122206,0.5650817190135833
-0.046176597741668546,0.7418307447861574
0.010204959505485944,0.7623519533856975
0.04440697383805281,0.6683826913071067
-0.01197458340910168,0.6478614827075665
-0.04569530139119632,0.8571980957558478
0.014304698608803679,0.8571980957558478
0.014304698608803679,0.7571980957558477
-0.04569530139119632,0.7571980957558477
-0.0236575704691796,0.8850880765539079
0.13222700221201936,0.9750880765539078
0.16222700221201936,0.9231265523268415
0.006342429530820398,0.8331265523268415
-0.09000000000000001,0.9040000000000001
-0.05,0.9040000000000001
-0.05,0.804
-0.09000000000000001,0.804
