x,y
0.13037280204465104,0.6751271622414478
0.22204369511581462,0.7769380033318508
0.2963581776635541,0.7100249426959651
0.20468728459239047,0.608214101605562
0.06182796579191313,0.6291023586260978
0.05868780841733651,0.6890201307113722
0.1585507618927939,0.6942537263356666
0.16169091926737053,0.6343359542503921
-0.04725769187651052,0.6671043026474056
-0.029715389593146346,0.7244825880051877
0.06591508600315722,0.695245417532914
0.04837278371979303,0.6378671321751319
-0.1298764411297652,0.7432709912147567
-0.08972860474823369,0.7878596807434004
-0.015414122200494262,0.7209466201075145
-0.05556195858202578,0.676357930578871
-0.18361317222987283,0.8453602709977752
-0.13063631665833725,0.8735285647649287
-0.08368916037974816,0.785233805479036
-0.13666601595128375,0.7570655117118825
-0.17724856363153912,0.8803317503845182
-0.08186309606956221,1.032980407692675
-0.03098021030017667,1.0011852518386826
-0.12636567786215358,0.8485365945305259
-0.09000000000000001,0.9040000000000001
-0.05,0.9040000000000001
-0.05,0.804
-0.09000000000000001,0.804
